,isindb-Title,isindb-ISIN,isindb-Country,isindb-Description,isindb-Type
0,,SG2D18969584,,,
0,MAPLETREE INDUSTR. TR.,SG2C32962814,Singapore,"Equity, ISIN SG2C32962814, WKN A1C7NP, M2L",Equity
0,,SG1S03926213,,,
0,,INE882A01013,,,
0,MARANI BRANDS INC (FORMERLY KNOWN AS FIT FOR BUSIN,US56575N1063,UNITED STATES OF AMERICA,SHS MARANI BRANDS INC ORD REG,EQUITY
0,MARATHON GOLD CORP.,CA56580Q1028,Canada,"Equity, ISIN CA56580Q1028, WKN A0YH1U, MC8",Equity
0,MARATHON OIL DL 1,US5658491064,United States,"Equity, ISIN US5658491064, WKN 852789, USS",Equity
0,MOSENERGO SP.ADR/100 RL 1,US0373763087,United States,"Equity, ISIN US0373763087, WKN 899416, MRO",Equity
0,MADISON PACIFIC PROPERTIES INC,CA5579031017,CANADA,SHS MADISON PACIFIC PROPERTIES INC,EQUITY
0,,US56585A1025,,COM,
0,,JP3875000006,JAPAN,SHS MARCHE CORP.(JSCC 7524),EQUITY
0,"MARCHEX INC. DL-,01",US56624R1086,United States,"Equity, ISIN US56624R1086, WKN A0B9KJ, NHM",Equity
0,MARCO POLO MARINE LTD,SG1W14938268,SINGAPORE,SHS MARCO POLO MARINE ORD REG,EQUITY
0,DIALIGHT PLC,GB0033057794,UNITED KINGDOM,SHS DIALIGHT PLC ORD REG,EQUITY
0,,US78467X1090,,UNIT SER 1,
0,DIASORIN S.P.A. EO 1,IT0003492391,Italy,"Equity, ISIN IT0003492391, WKN A0MTB2, 34D",Equity
0,,INE196A01026,,Consumer Non Durables,
0,,US5684231070,,UNIT BEN INT,
0,"MARINEMAX DL-,001",US5679081084,United States,"Equity, ISIN US5679081084, WKN 914727, MLW",Equity
0,,US5705351048,,COM,
0,ATEA ASA NK 10,NO0004822503,Norway,"Equity, ISIN NO0004822503, WKN 884578, MKL",Equity
0,,LU0249326488,,MARK ACC RICI,
0,"MARKETAXESS HLDGS DL-,001",US57060D1081,United States,"Equity, ISIN US57060D1081, WKN A0B897, MWI",Equity
0,,INE750C01026,,Confidential Issue,
0,MACMAHON HOLDINGS,AU000000MAH3,AUSTRALIA,SHS MACMAHON HOLDINGS,EQUITY
0,"MARLIN BUSINESS DL-,01",US5711571068,United States,"Equity, ISIN US5711571068, WKN 726130, MBM",Equity
0,,FR0010261198,,LYXOR ETF MSCI EUROPE,
0,MARMOTA ENERGY LTD,AU000000MEU8,Australia,"Equity, ISIN AU000000MEU8, WKN A0M2RS, 43M",Equity
0,MARQUETTE NATIONAL CORPORATION,US5715991098,UNITED STATES OF AMERICA,SHS MARQUETTE NATIONAL ORD REG,EQUITY
0,"MARRIOTT INTL A DL-,01",US5719032022,United States,"Equity, ISIN US5719032022, WKN 913070, MAQ",Equity
0,"MARTIFER SGPS S.A. EO-,50",PTMFR0AM0003,Portugal,"Equity, ISIN PTMFR0AM0003, WKN A0MVD4, FRW",Equity
0,PIERRE+VACANCES INH.EO 10,FR0000073041,France,"Equity, ISIN FR0000073041, WKN 923268, PV6",Equity
0,,US57164Y1073,US,COM,
0,,US57165B1061,UNITED STATES OF AMERICA,SHS MARRONE BIO INNOVATIONS INC ORD REG,EQUITY
0,MARS ENGINEERING CORP,JP3860220007,JAPAN,SHS MARS ENGINEERING CORP. (JSCC 6419),EQUITY
0,MARSH+MCLENNAN COS.INC.D1,US5717481023,United States,"Equity, ISIN US5717481023, WKN 858415, MSN",Equity
0,"MANAG.CONSUL LS-,01",GB0001979029,United Kingdom,"Equity, ISIN GB0001979029, WKN 875011, NZX",Equity
0,,GB00B012BV22,,Construction Materials,
0,MARSTON'S PLC,GB00B1JQDM80,United Kingdom,"Equity, ISIN GB00B1JQDM80, WKN A0LGA4, WVDA",Equity
0,"MARTEN TRANSP.LTD DL-,01",US5730751089,United States,"Equity, ISIN US5730751089, WKN 923455, MT9",Equity
0,MARTHA STEW.LIV.OMNIMED.A,US5730831022,United States,"Equity, ISIN US5730831022, WKN 928712, MLV",Equity
0,,IE00B5VX7566,Republic of Ireland,Structured Products,
0,"MARTIN MAR. MAT. DL-,01",US5732841060,United States,"Equity, ISIN US5732841060, WKN 889585, MMX",Equity
0,METALLICA MINERALS LIMITED,AU000000MLM0,AUSTRALIA,SHS METALLICA MINERALS LTD,EQUITY
0,,US5733311055,,UNIT LTD PARTNERSHIP INT,
0,MARTINREA INTL INC.,CA5734591046,Canada,"Equity, ISIN CA5734591046, WKN 912842, 03M",Equity
0,MDU RESOURCES GRP DL 1,US5526901096,United States,"Equity, ISIN US5526901096, WKN 858925, MRE",Equity
0,MARUBENI CORP.,JP3877600001,Japan,"Equity, ISIN JP3877600001, WKN 860414, MARA",Equity
0,,JP3877500003,JAPAN,SHS MARUBUN CORP.,EQUITY
0,CHINA ZHONGWANG HLDG HK-1,KYG215AT1023,Cayman Islands,"Equity, ISIN KYG215AT1023, WKN A0RM2N, 0CZ",Equity
0,MARUI GROUP CO. LTD.,JP3870400003,Japan,"Equity, ISIN JP3870400003, WKN 855670, MUI",Equity
0,MARUICHI STEEL TUBE LIMITED,JP3871200006,JAPAN,SHS MARUICHI STEEL TUBE LTD,EQUITY
0,,JP3874800000,JAPAN,SHS MARUSAN SECURITIES CO.LTD,EQUITY
0,,JP3879250003,JAPAN,SHS MARUWA CO.LTD,EQUITY
0,,JP3860230006,JAPAN,SHS MARVELOUS ENTER.INC,EQUITY
0,,JE00B42XFD25,Jersey - JE,ORD USD0.01,
0,MASCHINENFABRIK HEID AKTIENGESELLSCHAFT,AT0000690151,AUSTRIA,SHS HEID AG MASCHINENFABRIK,EQUITY
0,MASCO CORP. DL 1,US5745991068,United States,"Equity, ISIN US5745991068, WKN 856632, MSQ",Equity
0,MELCO CROWN ENTMT LTD.ADR,US5854641009,United States,"Equity, ISIN US5854641009, WKN A0LF1J, MAS",Equity
0,MESA MINERALS LIMITED (FORMERLY KNOWN AS HITEC,AU000000MAS0,AUSTRALIA,SHS MESA MINERALS LTD ORD REG,EQUITY
0,,US5746671016,US,COM,
0,"MASIMO CORP. DL-,001",US5747951003,United States,"Equity, ISIN US5747951003, WKN 578074, 3M4",Equity
0,MASON GRAPHITE INC,CA57520W1005,CANADA,SHS MASON GRAPHITE INC ORD REG,EQUITY
0,MASONITE INTERNATIONAL CORP,CA5753851099,CANADA,SHS MASONITE INT. CO ORD REG,EQUITY
0,MASS HYSTERIA ENTERTAINMENT COMPANY INC (FORMERLY,US57541P2092,UNITED STATES OF AMERICA,SHS MASS HYSTERIA ORD REG,EQUITY
0,MASS MEGAWATTS WIND POWER INC,US5754161025,UNITED STATES OF AMERICA,SHS MASS MEGAWATTS INC ORD REG,EQUITY
0,"MASSEY ENER. DL-,625",US5762061068,United States,"Equity, ISIN US5762061068, WKN 854549, FLR",Equity
0,"MEXCO ENERGY CORP. DL-,50",US5927701012,United States,"Equity, ISIN US5927701012, WKN A0BMH8, MZB",Equity
0,MASSIVE DYNAMICS INC,US5762891027,UNITED STATES OF AMERICA,SHS MASSIVE DYNAMICS ORD REG,EQUITY
0,MASTECH HOLDINGS INC.,US57633B1008,UNITED STATES OF AMERICA,SHS MASTECH HLDGS INC ORD REG,EQUITY
0,MAJOR DRILLING GRP INTL,CA5609091031,Canada,"Equity, ISIN CA5609091031, WKN 894315, 3MJ",Equity
0,MIDDLE ISLAND RES LTD.,AU000000MDI5,Australia,"Equity, ISIN AU000000MDI5, WKN A0YGPG, M83",Equity
0,,ZAE000171948,ZA,ORDINARY SHARE,
0,,PLNFI1000012,,,
0,"MASTERCARD INC.A DL-,0001",US57636Q1040,United States,"Equity, ISIN US57636Q1040, WKN A0F602, M4I",Equity
0,,TW0002856002,,Financial & Insurance,
0,,US5764852050,,COM,
0,,US81369Y1001,,MATLS,
0,Maternus-Kliniken AG,DE0006044001,Germany,"Equity, ISIN DE0006044001, WKN 604400, MAK",Equity
0,,PLMKRNP00015,,,
0,MATEX INTERNATIONAL LIMITED,SG1P13916389,SINGAPORE,SHS MATEX INTERNATIONAL LTD,EQUITY
0,Medical Columbus AG,DE0006618309,Germany,"Equity, ISIN DE0006618309, WKN 661830, MCE",Equity
0,MATRIX COMPOSIT.+ENGINEE.,AU000000MCE6,Australia,"Equity, ISIN AU000000MCE6, WKN A0YEFF, 8ME",Equity
0,,BMG5888V1265,,SHS,
0,"MATRIX SERV. CO. DL-,01",US5768531056,United States,"Equity, ISIN US5768531056, WKN 880420, MX2",Equity
0,,IL0004450156,IL,SHARE,
0,,US57686G1058,United States,Defined Mid Cap Core Index,
0,MATSUI SECURITIES COMPANY LIMITED,JP3863800003,JAPAN,SHS MATSUI SECURITIES CO LTD,EQUITY
0,,JP3869100002,JAPAN,SHS MATSUMOTO YUSHI-SEI,EQUITY
0,MATSUMOTOKIYOSHI HOLDINGS COMPANY LIMITED,JP3869010003,JAPAN,SHS MATSUMO. HLDGS LTD ORD REG,EQUITY
0,,JP3869200000,JAPAN,SHS MATSUYA CO LTD,EQUITY
0,LINK HOLDINGS LIMITED,KYG5496E1109,Cayman Islands,,ORD SH
0,,US5770811025,US,COM,
0,MATSA RESOURCES LTD,AU000000MAT8,Australia,"Equity, ISIN AU000000MAT8, WKN A0RE43, KB2",Equity
0,MATAMEC EXPLORATIONS INC,CA5765411064,CANADA,SHS MATAMEC EXPLOR. ORD REG,EQUITY
0,,US5771281012,United States,Defined Mid Cap Core Index,
0,,LU0533033824,,INTERNATIONAL ISSUE INVESTMENT FUNDS EUR,
0,,US5772231008,,COM,
0,MLP AG,DE0006569908,Germany,"Equity, ISIN DE0006569908, WKN 656990, MLP",Equity
0,,US5773451019,,COM,
0,MAUNA KEA TECHNOLOGIES,FR0010609263,FRANCE,SHS MAUNA KEA TECHNO ORD BR,EQUITY
0,,US7237621005,,COM,
0,,GB00B043QW84,Great Britain - GB,ORD GBP0.1,
0,,US57774W2026,,COM NEW,
0,,INE636A01039,,,
0,,INE180A01020,,Industrial Products,
0,,JP3791800000,,COM STK,
0,,US57772K1016,,COM,
0,MAXIMUS RESOURCES LTD,AU000000MXR4,AUSTRALIA,SHS MAXIMUS RESOURCES ORD REG,EQUITY
0,,AU000000MXI3,AUSTRALIA,SHS MAXITRANS INDUSTRIES LTD,EQUITY
0,,US4642886950,UNITED STATES OF AMERICA,SHS ISHARES GLOBAL MATERIALS ETF,EQUITY
0,,US57772K1016,,COM,
0,,US57776J1007,,CL A,
0,MAXUS REALTY TRUST INC,US57774B1098,UNITED STATES OF AMERICA,SHS MAXUS REALTY TRUST INC (REIT),EQUITY
0,,KYG5906L1005,,SHS,
0,"MAYFAIR MNG+MINER.DL-,001",US5780911005,United States,"Equity, ISIN US5780911005, WKN A0D8ZG, M1M",Equity
0,,US55607W1009,UNITED STATES OF AMERICA,SHS MACQUARIE/F.T.G.I./UTIL.DIV.+INC.FD (MFD),EQUITY
0,MAYNE PHARMA GROUP LTD.,AU000000MYX0,Australia,"Equity, ISIN AU000000MYX0, WKN A1C821, HG6",Equity
0,,US5766901012,,COM,
0,MAZDA MOTOR CORP,JP3868400007,Japan,"Equity, ISIN JP3868400007, WKN 854131, MZA",Equity
0,MBIA INC. DL 1,US55262C1009,United States,"Equity, ISIN US55262C1009, WKN 874020, MBJ",Equity
0,MITSUBISHI CORP.,JP3898400001,Japan,"Equity, ISIN JP3898400001, WKN 857124, MBI",Equity
0,MC ENDEAVORS INC,US5526811089,UNITED STATES OF AMERICA,SHS MC ENDEAVORS INC ORD REG,EQUITY
0,MIQUEL Y COSTAS MIQUEL,ES0164180012,SPAIN,SHS MIQUEL Y COSTAS Y MIQUEL SA,EQUITY
0,,GB0005746358,Great Britain - GB,ORD GBP0.10,
0,MEILI PAPER,CNE000000W54,China,NINGXIA MEILI PAPER INDUSTRY CO LTD,
0,,US5663301068,United States,Defined Multi Cap Value Index,
0,MCCORMICK + CO.INC. N.VTG,US5797802064,United States,"Equity, ISIN US5797802064, WKN 858250, MCX",Equity
0,McDonald's Corp.,US5801351017,United States,"Equity, ISIN US5801351017, WKN 856958, MDO",Equity
0,MCDONALD S HLDG CO.J.,JP3750500005,Japan,"Equity, ISIN JP3750500005, WKN 693608, MJ8",Equity
0,MACQUARIE TELECOM GROUP LTD,AU000000MAQ4,AUSTRALIA,SHS MACQUARIE TELECOM GROUP LTD,EQUITY
0,"MARRIOTT INTL A DL-,01",US5719032022,United States,"Equity, ISIN US5719032022, WKN 913070, MAQ",Equity
0,MCEWEN MINING MINERA ANDES ACQUISITION CORP,CA5803941049,CANADA,SHS MINERA ANDES ACQUISITION CORP ORD REG,EQUITY
0,,US5805891091,,COM,
0,MCH GROUP AG SF 10,CH0039542854,Switzerland,"Equity, ISIN CH0039542854, WKN A0Q16U, MEF1",Equity
0,,GB0005522007,Great Britain - GB,ORD GBP0.20,
0,"MCKESSON DL-,01",US58155Q1031,United States,"Equity, ISIN US58155Q1031, WKN 893953, MCK",Equity
0,,INE942G01012,,Consumer Non Durables,
0,,US5779331041,,COM,
0,MCMILLAN SHAKESPEARE LTD,AU000000MMS5,AUSTRALIA,SHS MCMILLAN SHAKES ORD REG,EQUITY
0,MCMORAN EXPLORATION,US5824111042,United States,"Equity, ISIN US5824111042, WKN 917406, MQO",Equity
0,MARINER CORPORATION LTD (FORMERLY KNOWN AS MARINE,AU000000MCX6,AUSTRALIA,SHS MARINER CORP LTD ORD REG,EQUITY
0,MCCORMICK + CO.INC. N.VTG,US5797802064,United States,"Equity, ISIN US5797802064, WKN 858250, MCX",Equity
0,MCPHERSON'S,AU000000MCP2,,,
0,GRUPO MEDIA CAPITAL SGPS SA,PTGMC0AM0003,PORTUGAL,SHS GRUPO MEDIA CAPITAL SGPS SA,EQUITY
0,,GB0005695126,Great Britain - GB,ORD GBP0.50,
0,,US55279C2008,,SPONSORED GDRREG S,
0,MDU RESOURCES GRP DL 1,US5526901096,United States,"Equity, ISIN US5526901096, WKN 858925, MRE",Equity
0,HEALTHSCREEN SOLUTIONS INCORPORATED,CA4222611077,CANADA,SHS HEALTHSCREEN SOLUTIONS INC.,EQUITY
0,MDXHEALTH (FORMERLY KNOWN AS ONCOMETHYLOME SCIENCE,BE0003844611,BELGIUM,SHS MDXHEALTH SA ORD BR,EQUITY
0,MEAD JOHNSON NUTRIT.DL-01,US5828391061,United States,"Equity, ISIN US5828391061, WKN A0RFXZ, 0MJA",Equity
0,,GB00B0LKLZ05,Great Britain - GB,ORD GBP0.01,
0,"MARFIN INV.GR.HLD. EO-,54",GRS314003005,Greece,"Equity, ISIN GRS314003005, WKN A0B8KZ, M3K",Equity
0,,US5833341077,United States,Defined Large Cap Core Index USD,
0,"MEARS GRP PLC LS-,01",GB0005630420,United Kingdom,"Equity, ISIN GB0005630420, WKN 913631, MM7",Equity
0,,US5839281061,,COM,
0,MEDCLEAN TECHNOLOGIES,US58405Y3027,UNITED STATES OF AMERICA,SHS MEDCLEAN TECHNOLOG ORD REG,EQUITY
0,"HOLLY FUTURES CO., LTD.",CNE1000023S4,PRC,,
0,,JP3921120006,JAPAN,SHS MEDIA GLOBAL LINKS CO.,EQUITY
0,,US58441D1063,US,COM,
0,,US58448P1021,US,COM,
0,,US58446C1036,US,COM,
0,MEDICAL FACILITIES CORP,CA58457V5036,CANADA,SHS MEDICAL FACILITIES ORD REG,EQUITY
0,,JP3921040006,JAPAN,SHS MEDICAL IKKOU CO LTD,EQUITY
0,"MEDICINES CO. DL-,001",US5846881051,United States,"Equity, ISIN US5846881051, WKN 938858, MZN",Equity
0,,US58468P2065,,COM NEW,
0,"MEDICIS PHARM. A DL-,001",US5846903095,United States,"Equity, ISIN US5846903095, WKN 881835, MHA",Equity
0,MEDICREA INTERNATIONAL,FR0004178572,FRANCE,SHS MEDICREA INTERNATIONAL,EQUITY
0,MEDICSKIN HOLDINGS LIMITED,KYG595641070,Cayman Islands,,
0,"MEDIDATA SOLUTIONS DL-,01",US58471A1051,United States,"Equity, ISIN US58471A1051, WKN A0RFXP, 2M9",Equity
0,MEDIGENE AG,DE000A1X3W00,FEDERAL REPUBLIC OF GERMANY,SHS MEDIGENE AG ORD REG,EQUITY
0,MEDINAH MINERALS INC,US58489M1099,UNITED STATES OF AMERICA,SHS MEDINAH MINERALS INC.,EQUITY
0,MEDINET,JP3920990003,,,
0,Medion AG,DE0006605009,Germany,"Equity, ISIN DE0006605009, WKN 660500, MDN",Equity
0,,PLMDNPL00013,PL,MDN,
0,MEDIPAL HOLDINGS CORPORATION(FORMELY KNOWN AS MEDI,JP3268950007,JAPAN,SHS MEDIPAL HLD CO ORD REG,EQUITY
0,,US5526761086,,COM,
0,,GB00B8HX8Z88,Greece,ORD GBP0.10,Par Value
0,,KYG368441195,,SHS,
0,,BMG5958R1043,,SHS,MEDTECS IN
0,MACQUARIE GROUP LTD,AU000000MQG1,Australia,"Equity, ISIN AU000000MQG1, WKN A0M6VH, 4M4",Equity
0,MEG ENERGY CORP.,CA5527041084,Canada,"Equity, ISIN CA5527041084, WKN A1C2FB, ME7",Equity
0,MEGA URANIUM LTD.,CA58516W1041,Canada,"Equity, ISIN CA58516W1041, WKN A0HGWU, M6J",Equity
0,MEGACABLE HOLDINGS S.A.B DE C.V.,MX01ME090003,MEXICO,SHS MEGACABLE HOLDINGS ORD REG,EQUITY
0,MEGACHIPS CORP.,JP3920860008,Japan,"Equity, ISIN JP3920860008, WKN 915913, MHC",Equity
0,"MAGNIT GDR REG. S RL -,01",US55953Q2021,United States,"Equity, ISIN US55953Q2021, WKN A0MVY2, 5M71",Equity
0,,RU000A0JKQU8,Russian Federation,Defined Emerging Markets Index USD,
0,,AU000000MDV8,AUSTRALIA,SHS MEDIVAC LTD,EQUITY
0,MEGMILK SNOW BRAND CO.LTD,JP3947800003,Japan,"Equity, ISIN JP3947800003, WKN A0YAV2, 6MG",Equity
0,MEGOLA INCORPORATED,US58517C3051,UNITED STATES OF AMERICA,SHS MEGOLA INC ORD REG,EQUITY
0,MEI AH ENTERTAINMENT GROUP,BMG5964A1523,BERMUDA,SHS MEI AH ENTERT. GRP ORD REG,EQUITY
0,,US55279B2025,,COM NEW,
0,MEIDENSHA CORP.,JP3919800007,Japan,"Equity, ISIN JP3919800007, WKN 864751, MW7",Equity
0,MEIKO ELECTRONICS,JP3915350007,Japan,"Equity, ISIN JP3915350007, WKN 591239, MEC",Equity
0,,JP3916100005,JAPAN,SHS MEIKO NETWORK JAPAN CO LTD,EQUITY
0,MEITEC,JP3919200000,,,
0,"MEITU, INC.",KYG5966D1051,Cayman Islands,,
0,,JP3920800004,JAPAN,SHS MEIWA INDUSTRY CO,EQUITY
0,,SE0002110064,,,
0,MAYNE GROUP,AU000000MAY8,,,
0,MELEXIS NV,BE0165385973,Belgium,"Equity, ISIN BE0165385973, WKN 909765, MEX",Equity
0,"SOL MELIA INH. EO 0,20",ES0176252718,Spain,"Equity, ISIN ES0176252718, WKN 901347, MEL",Equity
0,,US6005512040,,COM NEW,
0,"MELLANOX TECH. IS -,0175",IL0011017329,Icelandrael,"Equity, ISIN IL0011017329, WKN A0MK4E, ZZE",Equity
0,BOLLORE INH. EO 16,FR0000039299,France,"Equity, ISIN FR0000039299, WKN 875558, BOP",Equity
0,,US5871181005,,COM,
0,MENA HYDROCARBONS INC,CA5863161017,CANADA,SHS MENA HYDROCARBONS ORD REG,EQUITY
0,MENCAST HOLDINGS LTD,SG1X07940643,SINGAPORE,SHS MENCAST HOLDINGS ORD BR,EQUITY
0,,US09255C1062,,COM,
0,,IL0005660183,ISRAEL,SHS MENORAH HOLDINGS LTD. ORD REG,EQUITY
0,Mensch und Maschine Software SE,DE0006580806,Germany,"Equity, ISIN DE0006580806, WKN 658080, MUM",Equity
0,MERA PHARMACEUTICALS INCORPORATED,US58732R1032,UNITED STATES OF AMERICA,SHS MERA PHARMACEUTICALS INC.,EQUITY
0,,US58733R1023,,,
0,MERCANTILE BANK CORP,US5873761044,UNITED STATES OF AMERICA,SHS MERCANTILE BANK CORP.,EQUITY
0,MERCATOR LINES (SING.),SG1W39939069,Singapore,"Equity, ISIN SG1W39939069, WKN A0M91H, 3KD",Equity
0,,GB0005800072,Great Britain - GB,ORD GBP0.25,
0,MERCER INTL INC. DL 1,US5880561015,United States,"Equity, ISIN US5880561015, WKN 985284, AEZ",Equity
0,Merck KGaA,DE0006599905,Germany,"Equity, ISIN DE0006599905, WKN 659990, MRK",Equity
0,"MERCK CO. DL-,01",US58933Y1055,United States,"Equity, ISIN US58933Y1055, WKN A0YD8Q, 6MK",Equity
0,,US5894001008,,COM,
0,"MERCURY COMP. SYS DL-,01",US5893781089,United States,"Equity, ISIN US5893781089, WKN 911843, MCY",Equity
0,"MERCURY COMP. SYS DL-,01",US5893781089,United States,"Equity, ISIN US5893781089, WKN 911843, MCY",Equity
0,MEREDITH CORP. DL 1,US5894331017,United States,"Equity, ISIN US5894331017, WKN 855421, MEZ",Equity
0,MERIDIAN BIO,US5895841014,United States,"Equity, ISIN US5895841014, WKN 871583, MR4",Equity
0,MEREDITH CORP. DL 1,US5894331017,United States,"Equity, ISIN US5894331017, WKN 855421, MEZ",Equity
0,,US59001K1007,,COM,
0,"MEDIFAST DL-,001",US58470H1014,United States,"Equity, ISIN US58470H1014, WKN 889384, MDF",Equity
0,MERLIN DIAMONDS LIMITED,AU000000MED4,AUSTRALIA,SHS MERLIN DIAMONDS ORD REG,EQUITY
0,,GB00BDZT6P94,UNITED KINGDOM,SHS MERLIN ENTERTAINMENTS PLC ORD REG,EQUITY
0,,AU000000MRL9,AUSTRALIA,SHS MILLER RETAIL LTD,EQUITY
0,MERMAID MARITIME PCL BA 1,TH0955010002,Thailand,"Equity, ISIN TH0955010002, WKN A0M5TF, 44M",Equity
0,,US7404348739,,SER QWS-1 TR CTF,
0,MERSEN S.A. INH. EO 2,FR0000039620,France,"Equity, ISIN FR0000039620, WKN 852488, CBE",Equity
0,,US59064R1095,,COM,
0,,US5906601068,,UNIT BEN INT,
0,,AU000000MTR2,AUSTRALIA,SHS MEDITECH RESEARCH LTD,EQUITY
0,,JP3888350000,Japan,SHS MESCO INC ORD REG,
0,,US5906721015,,CTF BEN INT,
0,MESOBLAST LTD.,AU000000MSB8,Australia,"Equity, ISIN AU000000MSB8, WKN A0DNPW, LWB",Equity
0,,US59100U1088,,COM,
0,MERKUR BANK KGAA .O.N.,DE0008148206,Germany,"Equity, ISIN DE0008148206, WKN 814820, MBK",Equity
0,,AU000000MBK5,AUSTRALIA,SHS METAL BANK ORD REG,EQUITY
0,,PLBRE0000012,,,
0,,GB00B15PV034,Jersey - JE,RED PART PREF SHS GBP NPV,
0,MINEBEA CO. LTD,JP3906000009,Japan,"Equity, ISIN JP3906000009, WKN 851838, MEA",Equity
0,,AU000000MEA0,AU,ORDINARY FULLY PAID,
0,"METALICO INC. DL-,001",US5911761022,United States,"Equity, ISIN US5911761022, WKN A0D9EN, MT5",Equity
0,METALINK LTD IS 1,IL0010837164,Icelandrael,"Equity, ISIN IL0010837164, WKN 931208, MLK",Equity
0,METALLURG.CORP.O.CN.H YC1,CNE100000FF3,China,"Equity, ISIN CNE100000FF3, WKN A0YA9C, 6MT",Equity
0,METALS AUSTRALIA LIMITED,AU000000MLS7,AUSTRALIA,SHS METALS AUSTRALIA,EQUITY
0,METALS X LTD,AU000000MLX7,Australia,"Equity, ISIN AU000000MLX7, WKN A0LG1C, FG5",Equity
0,,INE425A01011,IN,AHMEDNAGAR FORGINGS LIMITED EQ,
0,METCASH LTD,AU000000MTS0,Australia,"Equity, ISIN AU000000MTS0, WKN A0D935, MG9",Equity
0,METALLIS RESOURCES INC (FORMERLY COLTSTAR VENTUR,CA59125R1064,CANADA,SHS METALLIS RESOURCES INC ORD REG,EQUITY
0,"SOL MELIA INH. EO 0,20",ES0176252718,Spain,"Equity, ISIN ES0176252718, WKN 901347, MEL",Equity
0,METGASCO LTD,AU000000MEL7,AUSTRALIA,SHS METGASCO LTD ORD REG,EQUITY
0,METHANEX CORP.,CA59151K1084,Canada,"Equity, ISIN CA59151K1084, WKN 882639, MX5",Equity
0,"METHODE ELECTR. DL-,50",US5915202007,United States,"Equity, ISIN US5915202007, WKN 900070, ME5A",Equity
0,,GB00B8HX8Z88,Greece,ORD GBP0.10,Par Value
0,METIS CAPITAL LIMITED,IL0003570129,ISRAEL,SHS METIS CAPITAL LTD,EQUITY
0,"METLIFE INC. DL-,01",US59156R1086,United States,"Equity, ISIN US59156R1086, WKN 934623, MWZ",Equity
0,MAINSTREET EQUITY CORP,CA5609151009,CANADA,SHS MAINSTREET EQUITY ORD REG,EQUITY
0,METROPOLITAN HEALTH NETWORKS INC,US5921421039,UNITED STATES OF AMERICA,SHS METRO HEALTH NETWORKS INC.,EQUITY
0,MASON GRAPHITE INC,CA57520W1005,CANADA,SHS MASON GRAPHITE INC ORD REG,EQUITY
0,METRO HOLDINGS,SG1I11878499,,,
0,,US5663241090,UNITED STATES OF AMERICA,SHS MARCUS MILLICHAP INC ORD REG,EQUITY
0,METRO ONE DEVELOPMENT INCORPORATED (FORMERLY KNOWN,US59163F2048,UNITED STATES OF AMERICA,SHS METRO ONE TELECOMMUNICATIONS INC,EQUITY
0,METTLER-TOLEDO INTL,US5926881054,United States,"Equity, ISIN US5926881054, WKN 910553, MTO",Equity
0,METROLAND AUSTRALIA,AU000000MTD2,,,
0,MeVis Medical Solutions AG,DE000A0LBFE4,Germany,"Equity, ISIN DE000A0LBFE4, WKN A0LBFE, M3V",Equity
0,"MEWAH INTL INC. DL-,001",KYG6074A1085,Cayman Islands,"Equity, ISIN KYG6074A1085, WKN A0YD5G, MWX",Equity
0,,US5928351023,,COM,
0,,GG00B1DVQL92,"Guernsey, C.I. - GG",ORD NPV,
0,"MEYER BUR.TECH.NAM.SF-,05",CH0108503795,Switzerland,"Equity, ISIN CH0108503795, WKN A0YJZX, M6YA",Equity
0,,US5527381066,,SH BEN INT,
0,,US55274E1029,,SH BEN INT,
0,MG INTERNATIONAL,FR0010204453,FRANCE,SHS MG INTERNATIONAL,EQUITY
0,,US9219108738,US,VANGUARD MEGA CAP ETF,
0,MGIC INV. CORP. DL 1,US5528481030,United States,"Equity, ISIN US5528481030, WKN 882538, MGC",Equity
0,"MEXCO ENERGY CORP. DL-,50",US5927701012,United States,"Equity, ISIN US5927701012, WKN A0BMH8, MZB",Equity
0,,US55277P1049,,COM,
0,MGIC INV. CORP. DL 1,US5528481030,United States,"Equity, ISIN US5528481030, WKN 882538, MGC",Equity
0,,CH0208062627,CH,NAMEN-AKT.,
0,"MGM RESORTS INTL DL -,01",US5529531015,United States,"Equity, ISIN US5529531015, WKN 880883, MGG",Equity
0,,US55303J1060,,COM,
0,,US55302P2020,,COM NEW,
0,MHP S.A. GDR S 2,US55302T2042,United States,"Equity, ISIN US55302T2042, WKN A0QZ91, MPQ",Equity
0,MACQUARIE INFRASTRUCTURE COMPANY LLC,US55608B1052,UNITED STATES OF AMERICA,SHS MACQUARIE ORD REG,EQUITY
0,,CA60283T2074,CA,MINERAL HILL INDUSTRIES LTD COMMON NEW,
0,"MICHELMERSH BRICK LS-,20",GB00B013H060,United Kingdom,"Equity, ISIN GB00B013H060, WKN A0B6TZ, MPO",Equity
0,MICHINOKU BANK,JP3888000001,,,
0,Met@box AG,DE0006921208,Germany,"Equity, ISIN DE0006921208, WKN 692120, MBX",Equity
0,Microchip Technology Inc.,US5950171042,United States,"Equity, ISIN US5950171042, WKN 886105, MCP",Equity
0,MAPLE LEAF FOODS,CA5649051078,Canada,"Equity, ISIN CA5649051078, WKN 895302, M1L",Equity
0,,US5950721093,,COM,
0,micrologica AG i.L.,DE0006623002,Germany,"Equity, ISIN DE0006623002, WKN 662300, MLG",Equity
